Address,School of Economics and Development Legon,School of Engineering Legon,School of performing Arts new building legon,Univiersity of Ghana Business School Legon,Faculty of Arts Legon,School of information and communication studies Legon,School of Agriculture Legon,School of Engineering Sciences Legon,School of Nursing and Midwifery Legon,School of Law Legon,School of Pharmacy Legon,School of Social Sciences Legon,School of Vetenary Medicine Legon,School of Graduate Studies Legon,School of Languages Legon,School of continuing and distance education Legon,Commonwealth Hall Legon,The Great Hall Legon,ISSER Conference Hall Legon,Cedi Conference Centre Legon,Legon Hall Legon,Jubliee Hall Legon,Legon Hall Annex A Legon,Legon Hall Annex B Legon,Legon Hall Annex C Legon,Akuafo Hall Legon,Akuafo Hall Annex A Legon,Akuafo Hall Annex B Legon,Akuafo Hall Annex C Legon,Mensah Sarbah Legon,Mensah Sarbah Annex C Legon,Volta Hall Legon,Liman Hall Legon,Kwapong Hall Legon,Jean Nelson Legon,Frances Sey Legon,Pentagon Block A Legon,Pentagon Block B Legon,Pentagon Block C Legon,Union Hostel Legon,Jubliee Hall Legon,Valco Trust Hostel Legon,International Student Hostel Legon,International Student Hostel 2 Legon,Bani Hostel Legon,Evandy Hostel Legon,Teachers Fund Hostel Legon,Addis-Ababa Court Legon,Kampala Court Legon,Nairobi Court Legon,University of Ghana Hospital Legon,University of Ghana Teaching Hospital Legon,University Hospital Legon,College of Humanities Legon,College of Basic And Applied Sciences Legon,College of Education Legon,Department of Computer Science Legon,Department of Economics Legon,Department of Geography and Resource Development Legon,Department of Animal Biology and Conservation Science Legon,Department of History Legon,Department of Adult Education and Human Resource Studies Legon,Department of Political Science Legon,Department of Economics Conference Facility Legon,Department of English Legon,Department of Psychology Legon,Department of Animal Science Legon,Department of Soil Science Legon,Department of Physics Legon,Sociology Department Legon,Chemistry Department Legon,Department of Agriculture Economics and Agribusiness Legon,Department of Family and Consumer Science Legon,Department of Philosophy and Classics Legon,Department for the Study of Religions Legon,Department of Mathematics and Statistics Legon,Department of Educational Studies and Leadership Legon,Department of Music Legon,Department of Crop Science Legon,Department of Earth Science Legon,Department of Botany Legon,Department of Linguistics Legon,Department of Nutritionn and Food Science Legon,Department of Archaeology Legon,Department of Animal Science Legon,Department of Biochemistry Legon,Department of Marine and Fisheries Sciences Legon,Conficius Institue Legon,Institute of Applied Sciece & Technology Legon,Institute of African studies Legon,New Institute of African Studies Legon,Institute of Statistical Social and Economic Research Legon,Maison Francaise Legon,GCB Lecture Building Legon,JQB Legon,K.A. Busia building Legon,Student Representative Council Builidng Legon,New N Block Legon,N Block Legon,Athletic Oval Legon,Sarbah Field Legon,University Basic School Legon,Balme Library Legon,Night Market Legon,UG Banking Square Legon,University of Ghana Sports Stadium Legon,University of Ghana Registry Legon,Bush Canteen Legon,Central Mosque Legon,University of Ghana Swimming Pool Legon,Taxi Station Legon,University of Ghana Sports Directorate Legon,Ayax Park Legon,Ajax 2 Legon,Bank of Ghana Audiotorium Legon,International Programmes Office Legon,University of Ghana Bookshop Legon,Caregie Writing Centre Legon,Basketball courts Legon,Recreational Quandrangle Legon
K.A. Busia building Legon,0.608277198,0.360128886,0.32259772,0.86012597,0.620852351,0.220850764,0.320506479,0.263450473,0.811677443,0.149927292,0.712738414,0.538692447,0.292273036,0.872129497,0.859125245,0.297715593,0.979026143,1.499632439,0.295581996,0.617047428,0.691747275,1.446530848,0.821186004,0.905005288,0.90559102,0.414241761,0.629328396,0.732069485,0.664928199,0.827937553,0.881469821,0.776753826,1.748156787,1.778260808,2.06711577,9.628044779,0.679661559,0.679661559,0.650376284,2.524162407,1.446530848,1.055332525,1.45650248,0.050303951,1.185140571,5.49486739,1.493666001,0.392375264,0.422466942,0.47817773,0.86778588,0.364086153,0.586844969,0.068570224,0.316611635,0.108411442,0.209846587,0.555917966,0.220233805,0.475114642,0.785717607,0.259592885,0.448039262,0.617598719,0.801968693,0.491059925,0.330226796,0.356969385,0.383545182,0.861670186,0.29292002,0.353503208,0.328744569,0.621057721,0.659918685,0.201074618,0.188822621,0.480062559,0.372441792,0.258687688,0.379854413,0.861123937,0.658831981,0.211721316,0.330226796,0.755070024,0.621633595,0.882329506,0.347578725,0.447979713,0.447979713,0.24039666,0.647158427,0.64785173,0.131595166,0,0.843154604,0.655775775,0.655775775,0.69777879,0.998172977,1.270982745,0.467395501,1.270383551,1.172588826,1.57020113,1.416712193,0.57180676,1.299278454,1.470830835,1.401671371,1.477437618,1.185682515,1.185682515,0.617047428,0.121694065,0.47084136,0.471196522,2.032105914,0.466621798
Student Representative Council Builidng Legon,0.514679321,1.140507503,0.722262033,1.701842452,0.428939378,0.879997602,0.556725302,1.056277235,0.783586623,0.938717213,0.798784381,0.899438913,0.657075292,0.778002269,0.319912735,0.844511966,0.584297749,1.035432987,0.99050335,0.509142196,0.341275638,0.755572776,0.136289164,0.086750293,0.144730958,0.440037371,0.251600566,0.225854122,0.257935897,0.076200677,0.309508652,0.576417432,1.117250198,1.093876513,1.315923003,9.037382957,1.469418786,1.469418786,1.473620199,2.009561413,0.755572776,0.319620508,0.820591122,0.799944523,1.994198291,4.816764796,2.236874213,1.206610805,1.247238354,1.319787072,0.241129975,0.612044057,1.166150538,0.775837432,0.567236061,0.928843009,0.936499329,0.454569859,0.655811401,0.754262595,0.415941177,0.877601228,0.889929139,0.511876292,0.437315863,0.907910575,0.602765603,0.487029527,0.529662315,0.428413436,0.704705491,0.553954602,0.53379944,0.450521754,0.455255284,0.842676182,0.964992703,0.809186524,0.47275416,0.587066097,0.777152055,0.316026694,0.755212435,0.903143789,0.602765603,0.892987225,0.752671444,0.28650633,0.695488586,0.77064725,0.77064725,0.910302975,0.261320225,0.898511045,0.863949176,0.843154604,0,1.004555246,1.004555246,0.151578631,0.155146985,0.481929099,0.564361328,0.607295456,0.515759124,1.225271149,0.92909036,0.744704988,0.707388568,0.99953374,1.174380525,1.060286048,0.96790607,0.96790607,0.509142196,0.961482568,0.458533823,0.440966711,1.274329988,0.665092838
New N Block Legon,0.49441975,0.544392438,0.927743899,1.181456362,0.578262006,0.876098311,0.798375825,0.552792204,0.370868125,0.554820029,0.267656685,0.12961954,0.858935174,0.438811956,0.794202822,0.944764421,0.712739022,1.09748126,0.419855001,0.501504308,0.675007486,1.753451267,0.897433829,1.012874309,0.966651964,0.669583025,0.93695707,1.044908404,0.9926638,1.040600914,1.216697997,0.522465206,2.106052557,2.09481241,2.317380118,10.0351872,0.729845579,0.729845579,0.821596152,2.054669722,1.753451267,1.315107725,1.804335408,0.677067267,1.202208853,5.821178829,1.317123611,0.639614525,0.689500352,0.818844831,0.859651754,0.461568676,1.236833155,0.663703795,0.806049354,0.73857196,0.478447659,0.551081559,0.761957349,0.268339729,0.662788708,0.913598277,0.208841299,0.499025899,0.65741382,0.165936229,0.861904851,0.725269404,0.546516459,0.713715629,0.430174396,0.84743783,0.776824038,0.557854772,0.563437102,0.454702003,0.826519587,1.103895481,0.740714392,0.704650538,0.309881432,0.798833712,0.276698372,0.867303563,0.861904851,0.213931723,0.263105788,0.839731899,0.392927295,1.063266925,1.063266925,0.428705428,0.744725826,0.118044638,0.787294048,0.655775775,1.004555246,0,0,0.870168894,1.123116624,1.484570828,0.455253657,1.592889307,1.494468589,2.079369099,1.049955322,1.164699941,1.669284327,1.916548235,1.94954853,1.950167085,1.724233019,1.724233019,0.501504308,0.709081913,0.574676879,0.597610251,2.274656255,0.353539541
N Block Legon,0.49441975,0.544392438,0.927743899,1.181456362,0.578262006,0.876098311,0.798375825,0.552792204,0.370868125,0.554820029,0.267656685,0.12961954,0.858935174,0.438811956,0.794202822,0.944764421,0.712739022,1.09748126,0.419855001,0.501504308,0.675007486,1.753451267,0.897433829,1.012874309,0.966651964,0.669583025,0.93695707,1.044908404,0.9926638,1.040600914,1.216697997,0.522465206,2.106052557,2.09481241,2.317380118,10.0351872,0.729845579,0.729845579,0.821596152,2.054669722,1.753451267,1.315107725,1.804335408,0.677067267,1.202208853,5.821178829,1.317123611,0.639614525,0.689500352,0.818844831,0.859651754,0.461568676,1.236833155,0.663703795,0.806049354,0.73857196,0.478447659,0.551081559,0.761957349,0.268339729,0.662788708,0.913598277,0.208841299,0.499025899,0.65741382,0.165936229,0.861904851,0.725269404,0.546516459,0.713715629,0.430174396,0.84743783,0.776824038,0.557854772,0.563437102,0.454702003,0.826519587,1.103895481,0.740714392,0.704650538,0.309881432,0.798833712,0.276698372,0.867303563,0.861904851,0.213931723,0.263105788,0.839731899,0.392927295,1.063266925,1.063266925,0.428705428,0.744725826,0.118044638,0.787294048,0.655775775,1.004555246,0,0,0.870168894,1.123116624,1.484570828,0.455253657,1.592889307,1.494468589,2.079369099,1.049955322,1.164699941,1.669284327,1.916548235,1.94954853,1.950167085,1.724233019,1.724233019,0.501504308,0.709081913,0.574676879,0.597610251,2.274656255,0.353539541
Athletic Oval Legon,0.392257621,0.989173047,0.608118447,1.557772178,0.307733075,0.751698734,0.427198193,0.905515116,0.684433933,0.788673322,0.682816848,0.759770401,0.535180835,0.6904613,0.295866199,0.726000875,0.55016484,1.047918784,0.838963842,0.388482419,0.240117488,0.883282605,0.147122757,0.207511803,0.220722731,0.289698264,0.171731818,0.221173843,0.209958688,0.170663431,0.371118882,0.488576298,1.238012041,1.224783447,1.459680102,9.165603205,1.317883352,1.317883352,1.323196577,2.050703609,0.883282605,0.445048431,0.93733766,0.656222363,1.842766551,4.955173422,2.086737449,1.056150926,1.097349853,1.172478717,0.243994207,0.46226173,1.061395267,0.631375872,0.438903147,0.787297174,0.785133421,0.319885162,0.520796217,0.613049395,0.34589956,0.753550394,0.744458357,0.391334007,0.37049778,0.764596428,0.483103147,0.345058241,0.378630141,0.383956489,0.553684883,0.432974127,0.400727368,0.330027986,0.344605332,0.69113946,0.828931846,0.71805122,0.332451662,0.445268236,0.629539323,0.29387251,0.634144271,0.773003568,0.483103147,0.776467487,0.626793947,0.283180939,0.546182203,0.675867046,0.675867046,0.758725697,0.130084877,0.768873194,0.727648685,0.69777879,0.151578631,0.870168894,0.870168894,0,0.303173023,0.627014154,0.421368256,0.724581537,0.627633899,1.289647479,0.944298039,0.673161841,0.810442607,1.084409472,1.21319639,1.135237988,0.996248589,0.996248589,0.388482419,0.817484585,0.310588893,0.291801364,1.418928579,0.523618929
Sarbah Field Legon,0.628699912,1.29133894,0.870009289,1.856988852,0.545457635,1.03226563,0.710202546,1.208488213,0.866732498,1.091846158,0.898968957,1.025611801,0.808003477,0.849590774,0.368615259,0.993377122,0.612150405,0.998418532,1.138580057,0.62173472,0.448263756,0.673759423,0.225749694,0.110624529,0.164141999,0.592870243,0.398066479,0.345141751,0.393063099,0.191402338,0.359965777,0.65583109,1.040751109,1.000500334,1.195604232,8.938332651,1.619009172,1.619009172,1.626300051,1.933899113,0.673759423,0.273137115,0.755963959,0.955080603,2.144412563,4.702399664,2.378285591,1.359255216,1.400519563,1.474481951,0.286084782,0.755391416,1.3072932,0.930933093,0.720396645,1.08392707,1.0872932,0.582034219,0.810178075,0.883714723,0.490705878,1.028444811,1.024370303,0.624258166,0.507247686,1.039033237,0.753274073,0.642174353,0.676352381,0.479363689,0.850696889,0.705193925,0.688056907,0.565403851,0.561419203,0.992582191,1.119244271,0.945362362,0.627883455,0.742209426,0.915652473,0.363822704,0.861629328,1.055932727,0.753274073,0.992151908,0.864295996,0.323858919,0.837451884,0.90913183,0.90913183,1.059171587,0.39565202,1.012336977,1.018328217,0.998172977,0.155146985,1.123116624,1.123116624,0.303173023,0,0.369423127,0.698277095,0.549369049,0.472449012,1.222907112,0.891863085,0.870622535,0.66762885,0.976231103,1.200998772,1.048166081,1.009225797,1.009225797,0.62173472,1.116618701,0.600183116,0.584592043,1.152266842,0.79583424
University Basic School Legon,0.991562091,1.596901641,1.0678559,2.108542823,0.906661513,1.251523964,0.955688701,1.507434517,1.236016726,1.386160579,1.267235928,1.381239565,1.028268973,1.217358895,0.736015646,1.190804555,0.965947137,1.274601714,1.45635138,0.985224472,0.812820399,0.322716195,0.590391427,0.475742758,0.533452915,0.899788994,0.64231004,0.54004537,0.606905435,0.461297751,0.418011227,1.025122032,0.685487997,0.633477005,0.83400035,8.568928414,1.928082667,1.928082667,1.918515261,2.111700965,0.322716195,0.22041608,0.425403342,1.223130414,2.448480883,4.337001809,2.71064726,1.653897247,1.690009289,1.746901012,0.654573842,1.088446794,1.45120377,1.202447699,0.962450822,1.340052797,1.394962742,0.936118943,1.06006297,1.236190553,0.86004463,1.237034969,1.370944113,0.98785261,0.876202305,1.389668874,0.974447253,0.920526856,1.002774986,0.845278429,1.176956378,0.934335135,0.942955466,0.927545753,0.927074656,1.305064545,1.356347646,1.086551763,0.903419944,1.013804987,1.256553223,0.731154922,1.228234452,1.278845076,0.974447253,1.360729319,1.228969526,0.690147384,1.172660499,1.062091519,1.062091519,1.374866659,0.743226356,1.376275501,1.260339327,1.270982745,0.481929099,1.484570828,1.484570828,0.627014154,0.369423127,0,1.04601586,0.260526888,0.248374517,0.97730867,1.172345187,0.981110324,0.394984999,0.703950429,1.017795509,0.792936216,0.874650414,0.874650414,0.985224472,1.380744975,0.937590675,0.918683957,0.792480216,1.147000135
Balme Library Legon,0.141983859,0.637986308,0.597491913,1.273203521,0.1790349,0.635539505,0.416447808,0.574384645,0.390943078,0.482270598,0.32910713,0.33926185,0.513243286,0.436549703,0.436862217,0.665762126,0.512654166,1.032895305,0.471103471,0.151226094,0.275067799,1.302342009,0.476942225,0.588390746,0.55683768,0.231350254,0.483224124,0.589917604,0.539290801,0.591740436,0.761500366,0.310256677,1.651957091,1.644496831,1.879789138,9.581525679,0.948522135,0.948522135,0.981260741,2.05908529,1.302342009,0.865357584,1.350011905,0.451902503,1.472361503,5.376463043,1.681778139,0.722604136,0.77121122,0.873736349,0.474546028,0.103569418,1.011701578,0.426274298,0.428016698,0.575798659,0.445644994,0.121538166,0.430821719,0.191979321,0.334973689,0.66005912,0.326285247,0.151441478,0.346633015,0.343675661,0.492919703,0.31405201,0.124211841,0.409826497,0.194657692,0.46086482,0.386249131,0.170098048,0.203321095,0.351109338,0.651393293,0.768767083,0.324625118,0.342477462,0.220011167,0.440208177,0.269369622,0.642125049,0.492919703,0.410134156,0.245321947,0.472397617,0.15665826,0.723004731,0.723004731,0.401949775,0.303987516,0.365676728,0.566621665,0.467395501,0.564361328,0.455253657,0.455253657,0.421368256,0.698277095,1.04601586,0,1.139317969,1.040397031,1.637864837,0.949318246,0.793766935,1.214037555,1.464523165,1.522653987,1.501795914,1.29722967,1.29722967,0.151226094,0.580152626,0.119801064,0.143096041,1.838495346,0.102797436
Night Market Legon,1.11500005,1.618683145,1.016310586,2.066184739,1.029435484,1.205902992,0.950392568,1.524374987,1.390811015,1.40204629,1.40336143,1.478307794,0.99696331,1.383180775,0.909766144,1.131285408,1.161122356,1.516579632,1.495895412,1.110457095,0.947422421,0.176296212,0.738380871,0.635457847,0.704586166,0.953396793,0.675249472,0.562431575,0.625344609,0.556553884,0.394397361,1.1827862,0.513459485,0.512904587,0.801167647,8.442375336,1.947156175,1.947156175,1.919002941,2.371941716,0.176296212,0.288299564,0.213494756,1.220351485,2.454833106,4.248005899,2.751423473,1.662439821,1.692316949,1.730895145,0.826225147,1.159739242,1.341155812,1.203830002,0.953788586,1.321423231,1.424770133,1.044281587,1.050635689,1.33084717,1.020122929,1.183695431,1.452037184,1.113270104,1.040033193,1.477179084,0.948091139,0.946045207,1.070306276,1.021500293,1.236095778,0.917730896,0.946507206,1.051564699,1.060312189,1.343279124,1.320655804,0.992379711,0.927918187,1.026280656,1.332156501,0.905214036,1.357113091,1.234852097,0.948091139,1.497508922,1.351127408,0.867816383,1.243281482,0.977917568,0.977917568,1.414396877,0.853421443,1.493356741,1.233001202,1.270383551,0.607295456,1.592889307,1.592889307,0.724581537,0.549369049,0.260526888,1.139317969,0,0.100315281,0.717479569,1.412327712,0.873632811,0.134642108,0.447130693,0.761931393,0.533486093,0.636070182,0.636070182,1.110457095,1.367707049,1.021948704,1.000098295,0.769501837,1.242083085
UG Banking Square Legon,1.019079639,1.519597545,0.924350598,1.974903164,0.933751371,1.11363127,0.852290764,1.425524323,1.298909498,1.303143709,1.308349907,1.379184039,0.901863662,1.293536444,0.824583546,1.041202442,1.080337443,1.457026167,1.395898291,1.014783796,0.853859767,0.274461885,0.649126346,0.550575392,0.621298708,0.853123149,0.574936169,0.462118026,0.525099743,0.461267467,0.294479143,1.092171928,0.611607982,0.613116182,0.896059396,8.541129018,1.84847159,1.84847159,1.821878452,2.338460025,0.274461885,0.201745766,0.309968227,1.122664348,2.357478663,4.348320405,2.651760037,1.564353718,1.594810903,1.635409065,0.741357537,1.05970126,1.26378348,1.105744676,0.855996417,1.225617264,1.325106692,0.946856833,0.953194466,1.231729771,0.93085828,1.092667967,1.352129794,1.017611125,0.951469312,1.377524969,0.852172193,0.84608483,0.970231145,0.936064703,1.135796311,0.820594022,0.847701006,0.955953248,0.965960374,1.243245471,1.227140041,0.909302578,0.827969241,0.927062788,1.232133663,0.820153791,1.261220803,1.142400189,0.852172193,1.402392423,1.254427852,0.784091878,1.143168755,0.892326843,0.892326843,1.314360966,0.757041898,1.395861228,1.138097823,1.172588826,0.515759124,1.494468589,1.494468589,0.627633899,0.472449012,0.248374517,1.040397031,0.100315281,0,0.762299187,1.351642756,0.793433918,0.195507482,0.505190543,0.778051965,0.582236153,0.626630547,0.626630547,1.014783796,1.271339559,0.922677911,0.90070115,0.862924293,1.143113909
University of Ghana Sports Stadium Legon,1.66447525,1.925858475,1.250305506,2.176395641,1.58638438,1.412422451,1.300837069,1.830371636,1.969734282,1.719877401,1.951085996,1.951891358,1.281832272,1.979815647,1.545147844,1.318774733,1.809418717,2.217508815,1.853932029,1.66310989,1.529715125,0.714180903,1.360687455,1.282211347,1.354510111,1.411572892,1.163841053,1.072581049,1.108148951,1.15451115,0.922420326,1.778220803,0.587276899,0.724025822,1.047617014,8.07198979,2.220676476,2.220676476,2.150162743,3.088952936,0.714180903,0.951170456,0.595250026,1.523294388,2.666920141,4.019481933,3.035208073,1.935154103,1.947533858,1.938108182,1.465698041,1.617818927,1.345682232,1.518501894,1.296682229,1.572553454,1.769866668,1.577554769,1.370563836,1.812351,1.630178366,1.375545289,1.897675277,1.665944231,1.653633421,1.932911986,1.255752572,1.356232166,1.533741206,1.652427043,1.662409225,1.253369347,1.315258923,1.608089861,1.629582414,1.715450876,1.531210417,1.12535078,1.340028392,1.395664615,1.778658799,1.541290976,1.895767243,1.43991616,1.255752572,2.040743947,1.878892002,1.510775359,1.690120749,1.141680603,1.141680603,1.781062562,1.414048399,2.002342823,1.478275685,1.57020113,1.225271149,2.079369099,2.079369099,1.289647479,1.222907112,0.97730867,1.637864837,0.717479569,0.762299187,0,2.111625752,1.009811474,0.582874235,0.279726145,0.228860598,0.184667271,0.391449666,0.391449666,1.66310989,1.625013118,1.520363478,1.496812752,1.049149837,1.732773495
University of Ghana Registry Legon,0.808946857,1.522284744,1.487849059,2.181449982,0.811503852,1.571347024,1.288514486,1.485094096,0.686663659,1.416028111,0.801892324,1.051857959,1.402894583,0.615659753,0.650156515,1.583292995,0.440989396,0.106785428,1.357151775,0.80047057,0.77537073,1.492728077,0.813814248,0.853010486,0.785051951,1.075819146,1.115969259,1.143542686,1.151192121,1.00524924,1.23283575,0.641421508,1.843808859,1.763409575,1.834677032,9.553960661,1.771312003,1.771312003,1.845979428,1.121047397,1.492728077,1.160835211,1.597600921,1.399457386,2.25150028,5.254073443,2.322748853,1.617731554,1.669546189,1.787873845,0.704232449,1.052723076,1.935444275,1.373252081,1.301885465,1.525110974,1.363316321,0.872609835,1.34453375,0.999639477,0.655990218,1.589774759,1.123244692,0.799740584,0.634117057,1.102323822,1.363074948,1.176268268,1.045176953,0.587429057,1.133975121,1.316410802,1.25538602,0.805416175,0.765003596,1.279567016,1.599474056,1.632625364,1.175179966,1.250356672,1.095275301,0.651602539,0.827387621,1.582028358,1.363074948,0.836034539,0.862418592,0.662033294,1.083716281,1.587181482,1.587181482,1.310910325,0.879020086,0.948636838,1.510736157,1.416712193,0.92909036,1.049955322,1.049955322,0.944298039,0.891863085,1.172345187,0.949318246,1.412327712,1.351642756,2.111625752,0,1.608480121,1.541549105,1.855648043,2.091312633,1.933615515,1.892916208,1.892916208,0.80047057,1.528177348,0.968207326,0.977329059,1.786731408,0.967117574
Bush Canteen Legon,0.885618179,0.919583755,0.249939869,1.219936447,0.838827843,0.402933383,0.378777057,0.825431358,1.182629007,0.721147508,1.120273741,1.035801851,0.306325253,1.220901057,0.959591874,0.309870282,1.187287547,1.70930988,0.865213984,0.889457337,0.842241063,1.041021485,0.817127121,0.831169485,0.875965329,0.57651325,0.505348532,0.525846179,0.487027283,0.683101306,0.570064101,1.05128873,1.275916641,1.336378919,1.660803969,9.080370736,1.211080144,1.211080144,1.145009899,2.722077313,1.041021485,0.769866789,1.013543722,0.52884499,1.670687578,4.987992258,2.026805559,0.925404027,0.938076598,0.935876871,0.916844688,0.729901629,0.471534347,0.529749914,0.368259267,0.563383658,0.779365125,0.795692623,0.403463737,0.919470134,0.965591112,0.367075807,0.961668015,0.891674248,0.989981984,1.002404728,0.306201453,0.481255801,0.669862491,1.025806418,0.73552636,0.332957786,0.407712711,0.854040232,0.890825139,0.742215073,0.522635845,0.125324182,0.473295842,0.46523733,0.855359507,0.958559545,1.060048919,0.430830095,0.306201453,1.193285718,1.031225077,0.954204021,0.778619777,0.132099295,0.132099295,0.800257335,0.730621466,1.117667275,0.469756912,0.57180676,0.744704988,1.164699941,1.164699941,0.673161841,0.870622535,0.981110324,0.793766935,0.873632811,0.793433918,1.009811474,1.608480121,0,0.85325986,0.948805608,0.83135323,0.937594731,0.620068813,0.620068813,0.889457337,0.615863832,0.704652987,0.685618149,1.633851036,0.861643423
Central Mosque Legon,1.202669681,1.654406675,1.023805113,2.065592371,1.118088894,1.212584006,0.983630502,1.55867109,1.48842594,1.437260174,1.493211182,1.550669591,1.015699541,1.485264896,1.019203727,1.131867261,1.275759489,1.646329243,1.541501994,1.198916251,1.042041702,0.208522656,0.842049412,0.745563417,0.816547956,1.014342654,0.736599062,0.62565026,0.682873643,0.648709782,0.45324209,1.283265631,0.450319528,0.486153063,0.80835679,8.371841541,1.978908688,1.978908688,1.941608058,2.506557925,0.208522656,0.397133767,0.161087285,1.248974536,2.477460702,4.199378222,2.790164274,1.691176669,1.717647041,1.746543055,0.936147692,1.22449925,1.309649893,1.23482001,0.985253448,1.340377087,1.466497863,1.126767356,1.079278354,1.403644722,1.123269938,1.186627828,1.517482678,1.201766166,1.144334201,1.545275595,0.970719316,0.994302248,1.134945141,1.130509782,1.294181875,0.946233455,0.98421678,1.140375354,1.15266139,1.390077041,1.330734232,0.976546469,0.976186199,1.066312308,1.396447575,1.014817629,1.444333072,1.241897955,0.970719316,1.586909276,1.43557345,0.979147,1.306485929,0.968238547,0.968238547,1.460923935,0.940515058,1.574370746,1.248854009,1.299278454,0.707388568,1.669284327,1.669284327,0.810442607,0.66762885,0.394984999,1.214037555,0.134642108,0.195507482,0.582874235,1.541549105,0.85325986,0,0.314586416,0.633795095,0.399038959,0.526319734,0.526319734,1.198916251,1.388866588,1.09484488,1.072166898,0.78324004,1.316136419
University of Ghana Swimming Pool Legon,1.471989282,1.830958765,1.165101737,2.161865078,1.389887528,1.344108272,1.173885415,1.734281041,1.768747215,1.617082212,1.762579248,1.792736598,1.178667912,1.771587589,1.317318641,1.254361722,1.578062139,1.960609363,1.738181301,1.469372595,1.322637566,0.434883153,1.135768754,1.046795522,1.118790894,1.248454343,0.981481257,0.878698558,0.925303899,0.934086958,0.713707845,1.568848567,0.385467167,0.501712558,0.845392031,8.159326596,2.143036231,2.143036231,2.088134795,2.813762901,0.434883153,0.703281931,0.316635299,1.421478818,2.61792606,4.039497089,2.960674318,1.853757884,1.873127513,1.882179908,1.235404573,1.459484241,1.35440801,1.412093092,1.172376157,1.4918902,1.657595664,1.389964536,1.257578515,1.648279471,1.41344778,1.311601,1.748716555,1.472237309,1.435710832,1.780496275,1.142910673,1.209152967,1.371646718,1.427400474,1.51700888,1.129991034,1.182062287,1.412077877,1.428935843,1.591748102,1.465037498,1.073025014,1.191707084,1.264992826,1.62759264,1.313140786,1.710326242,1.373080567,1.142910673,1.854862589,1.697579811,1.279516996,1.537419091,1.078181267,1.078181267,1.660713848,1.213185631,1.829799747,1.397182239,1.470830835,0.99953374,1.916548235,1.916548235,1.084409472,0.976231103,0.703950429,1.464523165,0.447130693,0.505190543,0.279726145,1.855648043,0.948805608,0.314586416,0,0.402010423,0.099540883,0.41234208,0.41234208,1.469372595,1.543313045,1.344866847,1.321458305,0.837346541,1.563980811
Taxi Station Legon,1.566702094,1.750665114,1.079099366,1.963928702,1.49398736,1.228653958,1.155735102,1.656763694,1.876365745,1.551468497,1.845452396,1.820403051,1.121011838,1.894078377,1.489114811,1.134516359,1.753766656,2.198066822,1.692134107,1.566600814,1.449515517,0.809424051,1.304997943,1.242256016,1.313090391,1.29195199,1.068511085,0.992023894,1.015389793,1.099527597,0.864880478,1.696336356,0.771294351,0.898265983,1.236291403,8.268479924,2.034050361,2.034050361,1.956378965,3.113892701,0.809424051,0.941295515,0.699761821,1.35697098,2.465326142,4.239817339,2.843758017,1.752430909,1.761081949,1.742838048,1.414455547,1.490199995,1.130491413,1.355132294,1.149797254,1.393158539,1.606774851,1.476531383,1.214198191,1.686585708,1.559005631,1.190075171,1.758768936,1.569358046,1.58346434,1.796282097,1.101967425,1.22486027,1.410720901,1.590929149,1.523882562,1.106949732,1.174338636,1.514809023,1.540679672,1.560558516,1.344659821,0.938837328,1.210030125,1.251040576,1.642847674,1.485744348,1.78788239,1.254955563,1.101967425,1.931614969,1.767372897,1.459883528,1.556838785,0.96071822,0.96071822,1.623096463,1.329730495,1.881537724,1.300441956,1.401671371,1.174380525,1.94954853,1.94954853,1.21319639,1.200998772,1.017795509,1.522653987,0.761931393,0.778051965,0.228860598,2.091312633,0.83135323,0.633795095,0.402010423,0,0.31004815,0.225646097,0.225646097,1.566600814,1.445529005,1.409208037,1.386002954,1.232199831,1.612112161
University of Ghana Sports Directorate Legon,1.517855407,1.836858048,1.164778986,2.13887629,1.437418528,1.33823586,1.190352428,1.74040466,1.819008574,1.625504938,1.807167299,1.824583783,1.18549849,1.825212341,1.379814231,1.246575469,1.642687496,2.03914559,1.752057218,1.515805373,1.37498012,0.533227645,1.196444353,1.112716644,1.185016212,1.280598654,1.021124396,0.92321899,0.96487986,0.991918324,0.764531591,1.622731347,0.463379071,0.588270545,0.927775867,8.150891336,2.142972388,2.142972388,2.082125926,2.904458816,0.533227645,0.775275535,0.415625917,1.42886824,2.607956484,4.054265278,2.960507049,1.854524229,1.871290026,1.873470813,1.299017384,1.490227108,1.320942996,1.42126625,1.187743905,1.491318018,1.669879581,1.43341722,1.268742497,1.681941957,1.470605024,1.303928184,1.776179801,1.518662114,1.493484813,1.80947301,1.153438159,1.234227657,1.403754745,1.488659311,1.542428885,1.144755021,1.201162983,1.459434062,1.478475926,1.608439879,1.458867763,1.059578167,1.217236785,1.283416037,1.655674662,1.375792057,1.753460009,1.366780215,1.153438159,1.898415923,1.738857162,1.343698634,1.565970025,1.068966783,1.068966783,1.676237574,1.262315395,1.867458109,1.396408751,1.477437618,1.060286048,1.950167085,1.950167085,1.135237988,1.048166081,0.792936216,1.501795914,0.533486093,0.582236153,0.184667271,1.933615515,0.937594731,0.399038959,0.099540883,0.31004815,0,0.359324468,0.359324468,1.515805373,1.543318055,1.382772368,1.359232176,0.922617217,1.599500067
